"","Chrom","ID","n.assoc","START","END","Potra_Gene_ID","num_SNPs","Gene_Length","mean_alleleFreq","Functional_Description","Potri_Gene_ID","Percent_ID","Alignment_Length","Mismatches","Gap_Openings","Query_Start","Query_End","Subject_Start","Subject_End","Expected_Value","Bit_Score","AT_Gene_ID","Percent_ID.1","Alignment_Length.1","Mismatches.1","Gap_Openings.1","Query_Start.1","Query_End.1","Subject_Start.1","Subject_End.1","Expected_Value.1","Bit_Score.1","GO_ID","GO_Description"
"225","Potra000531","Potra000531:148041",2,199159,203806,"Potra000531g03702.1",8,4647,0.116,"E3 ubiquitin-protein ligase","Potri|008G198300.1",97.26,876,24,7,1,876,20,888,0,1749,"Artha|AT4G03000",38.7,876,537,96,5,875,29,813,3e-166,508,"NA ",""
"226","Potra000531","Potra000531:148041",2,172159,172776,"Potra000531g03699.1",7,617,0.204,NA,"Potri|008G197900.1",85.48,62,9,0,1,62,1,62,4e-29,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",""
"227","Potra000531","Potra000531:148041",2,54130,59178,"Potra000531g03691.1",16,5048,0.158,"Serine/arginine-rich","Potri|008G196700.1",97.56,246,6,0,1,246,1,246,4e-165,461,"Artha|AT5G18810",75.4,126,31,1,24,149,24,148,3e-58,187,"GO:0003676","nucleic acid binding"
"228","Potra000534","Potra000534:19342",2,1,6019,"Potra000534g03729.1",32,6018,0.25,"HAIR DEFECTIVE 3","Potri|015G112700.1",98.1,421,8,0,1,421,411,831,0,850,"Artha|AT5G45160",64.15,424,152,5,1,421,411,832,0,555,"NA ",""
"229","Potra000534","Potra000534:19342",2,141299,146179,"Potra000534g03743.1",31,4880,0.143,"Mediator of RNA polymerase","Potri|015G110900.1",99.5,202,1,0,1,202,1,202,1e-146,411,"Artha|AT5G19910",59.41,239,97,47,1,205,1,226,1e-75,230,"GO:0001104","RNA polymerase II transcription cofactor activity"
"230","Potra000534","Potra000534:19342",2,113979,117599,"Potra000534g03739.1",12,3620,0.244,"Ankyrin repeat-containing protein","Potri|015G111300.1",57.36,530,226,89,1,523,1,448,8e-172,497,"Artha|AT5G51160",48.36,244,126,10,266,502,169,409,2e-66,224,"GO:0005515","protein binding"
"231","Potra000534","Potra000534:19342",2,16207,22806,"Potra000534g03731.1",28,6599,0.126,"hydrolase domain-containing","Potri|015G112500.1",98.16,380,7,0,1,380,1,380,0,766,"Artha|AT5G45170",56.25,384,168,22,1,377,1,369,2e-143,416,"NA ",""
"232","Potra000534","Potra000534:19342",2,26259,29033,"Potra000534g03732.1",3,2774,0.17,"bifunctional protein ArgJ, chloroplastic","Potri|015G112400.1",93.38,136,9,0,6,141,59,194,2e-90,265,"Artha|AT2G37500",50.35,143,71,35,1,108,40,182,9e-35,126,"GO:0004358","glutamate N-acetyltransferase activity"
"233","Potra000534","Potra000534:19342",2,130822,132582,"Potra000534g03741.1",21,1760,0.186,"uncharacterized protein LOC105136620","Potri|015G111100.1",87.19,281,36,28,1,281,1,253,3e-178,496,"Artha|AT4G17600",45.38,249,136,31,28,273,39,259,2e-68,216,"NA ",""
"234","Potra000534","Potra000534:19342",2,29752,32334,"Potra000534g03733.1",3,2582,0.158,"methionine sulfoxide reductase","Potri|T135400.1",98.48,264,4,2,1,262,1,264,0,540,"Artha|AT4G25130",72.65,245,67,9,25,262,16,258,5e-128,367,"GO:0008113","peptide-methionine (S)-S-oxide reductase activity"
"235","Potra000534","Potra000534:19342",2,119818,124782,"Potra000534g03740.1",18,4964,0.199,"Transmembrane protein 135","Potri|015G111200.1",98.46,521,8,0,1,521,1,521,0,1061,"Artha|AT5G51150",77.8,491,109,5,35,521,42,531,0,799,"NA ",""
"236","Potra000534","Potra000534:19342",2,108834,111694,"Potra000534g03738.1",9,2860,0.087,"U6 snRNA phosphodiesterase","Potri|015G111600.1",97.59,290,7,0,1,290,1,290,0,579,"Artha|AT5G51170",63.45,290,106,6,1,289,1,285,2e-113,332,"GO:0004518","nuclease activity"
"237","Potra000534","Potra000534:19342",2,6865,14652,"Potra000534g03730.1",10,7787,0.158,"HAIR DEFECTIVE 3","Potri|015G112600.1",91.1,798,71,37,1,794,1,765,0,1421,"Artha|AT5G45160",52.93,699,329,47,6,691,11,675,0,724,"NA ",""
"238","Potra000534","Potra000534:19342",2,132832,137211,"Potra000534g03742.1",12,4379,0.203,"Glutamate dehydrogenase 2","Potri|015G111000.1",99.51,411,2,0,1,411,1,411,0,846,"Artha|AT5G07440",86.86,411,54,0,1,411,1,411,0,768,"GO:0055114","oxidation-reduction process"
"239","Potra000534","Potra000534:19342",2,147539,151715,"Potra000534g03744.1",14,4176,0.171,"Polyadenylate-binding protein","Potri|015G110800.1",99.12,226,2,1,1,225,1,226,2e-164,457,"Artha|AT5G65260",69.41,219,67,4,10,225,2,219,1e-101,297,"GO:0003676","nucleic acid binding"
"240","Potra000552","Potra000552:70379",2,68691,70480,"Potra000552g03981.1",4,1789,0.127,"Transcription factor HEC2","Potri|007G044600.1",93.3,209,14,0,57,265,25,233,6e-143,406,"Artha|AT3G50330",60.61,165,65,13,106,269,44,196,4e-45,155,"GO:0046983","protein dimerization activity"
"241","Potra000552","Potra000552:70379",2,42120,47229,"Potra000552g03979.1",7,5109,0.119,"RNA-binding protein","Potri|007G044400.1",100,367,0,0,1,367,1,367,0,751,"Artha|AT4G36960",71.39,388,111,30,1,367,1,379,0,534,"GO:0003676","nucleic acid binding"
"242","Potra000552","Potra000552:70379",2,51137,54840,"Potra000552g03980.1",15,3703,0.128,"Feruloyl esterase A","Potri|007G044500.1",96.82,471,15,0,1,471,1,471,0,956,"Artha|AT5G67050",53.48,460,214,11,11,463,13,468,2e-180,518,"GO:0006629","lipid metabolic process"
"243","Potra000552","Potra000552:70379",2,105389,106896,"Potra000552g03983.1",2,1507,0.164,"Mitogen-activated protein kinase","Potri|007G044800.1",97.46,354,9,2,1,353,1,353,0,706,"Artha|AT5G67080",50.68,365,180,33,1,353,1,344,2e-122,360,"GO:0004672","protein kinase activity"
"244","Potra000552","Potra000552:70379",2,28482,36585,"Potra000552g03978.1",5,8103,0.297,"Zeaxanthin epoxidase, chloroplastic","Potri|007G044300.1",97.62,672,16,0,1,672,1,672,0,1365,"Artha|AT5G67030",73.14,633,170,9,16,644,20,647,0,956,"GO:0009688","abscisic acid biosynthetic process"
"245","Potra000552","Potra000552:70379",2,110818,112513,"Potra000552g03984.1",4,1695,0.139,"uncharacterized protein LOC105138964","Potri|007G045000.1",96.57,321,11,0,1,321,1,321,0,639,"Artha|AT1G45688",58.82,340,140,30,6,319,3,338,4e-120,353,"NA ",""
"246","Potra000653","Potra000653:70958",2,48302,57778,"Potra000653g35716.1",14,9476,0.197,"group J protein","Potri|002G008700.1",98.18,1262,23,1,7,1267,1,1262,0,2571,"Artha|AT1G20720",56.5,1039,452,66,19,1015,22,1036,0,1127,"GO:0005524","ATP binding"
"247","Potra000653","Potra000653:70958",2,62544,64342,"Potra000653g05030.1",4,1798,0.191,"mobility group B protein","Potri|002G009000.1",98.66,149,2,1,1,148,1,149,4e-96,278,"Artha|AT1G20693",75,132,33,4,1,132,1,128,5e-61,188,"NA ",""
"248","Potra000653","Potra000653:70958",2,1203,3619,"Potra000653g05021.1",18,2416,0.21,"protein phosphatase 2C","Potri|002G007500.1",98.68,380,5,0,1,380,1,380,0,776,"Artha|AT2G33700",73.7,384,101,18,4,377,2,377,0,563,"GO:0003824","catalytic activity"
"249","Potra000653","Potra000653:70958",2,36743,42455,"Potra000653g05027.1",6,5712,0.256,"domain-containing protein","Potri|002G008600.1",98.35,786,13,0,1,786,1,786,0,1563,"Artha|AT1G20760",51.14,792,387,121,4,786,6,685,0,666,"GO:0005509","calcium ion binding"
"250","Potra000653","Potra000653:70958",2,68837,73844,"Potra000653g05031.1",3,5007,0.23,"Bromodomain-containing protein","Potri|002G009100.1",97.98,692,14,0,1,692,1,692,0,1386,"Artha|AT1G20670",48.55,688,354,104,1,630,1,642,2e-170,507,"GO:0005515","protein binding"
"251","Potra000653","Potra000653:70958",2,48160,60810,"Potra000653g05028.1",23,12650,0.224,"group J protein","Potri|002G008700.1",95.38,1277,59,25,1,1267,1,1262,0,2514,"Artha|AT1G20720",58.68,1031,426,44,13,1015,22,1036,0,1177,"GO:0005524","ATP binding"
"252","Potra000653","Potra000653:70958",2,56991,62023,"Potra000653g05029.1",18,5032,0.237,"WUSCHEL-related homeobox","Potri|002G008800.1",99.47,188,1,0,14,201,1,188,9e-140,394,"Artha|AT4G35550",54.25,212,97,28,27,219,35,237,2e-63,201,"GO:0003677","DNA binding"
"253","Potra000653","Potra000653:70958",2,14393,19386,"Potra000653g05023.1",3,4993,0.135,"box domain-containing protein","Potri|002G007800.1",98.52,813,12,0,1,813,1,813,0,1630,"Artha|AT1G76390",68.11,809,258,4,7,813,5,811,0,1076,"GO:0004842","ubiquitin-protein transferase activity"
"254","Potra000683","Potra000683:8926",2,24721,25471,"Potra000683g05290.1",6,750,0.241,"uncharacterized protein LOC105123251","Potri|017G098800.1",98.15,54,1,0,1,54,33,86,7e-34,113,"Artha|AT3G29970",62.26,53,20,0,1,53,33,85,1e-21,81.6,"NA ",""
"255","Potra000683","Potra000683:8926",2,3900,11173,"Potra000683g05288.1",6,7273,0.282,"25 member 44","Potri|017G098500.1",96.23,371,14,0,1,371,1,371,0,725,"Artha|AT5G15640",76.22,307,73,3,4,308,10,315,3e-169,479,"NA ",""
"256","Potra000683","Potra000683:8926",2,13342,16488,"Potra000683g05289.1",6,3146,0.222,"COBRA-like protein","Potri|017G098600.1",89.64,222,23,0,1,222,1,222,5e-149,425,"Artha|AT5G60920",69.7,231,70,10,2,222,3,233,8e-121,354,"GO:0010215","cellulose microfibril organization"
"257","Potra000683","Potra000683:8926",2,95469,96497,"Potra000683g05295.1",4,1028,0.267,NA,"Potri|017G099400.1",94.74,95,5,0,42,136,6,100,3e-45,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Potra000683","Potra000683:8926",2,80680,84475,"Potra000683g05293.1",11,3795,0.191,"UDP-arabinopyranose mutase","Potri|017G099100.1",98.36,365,6,0,1,365,1,365,0,748,"Artha|AT5G15650",87.78,360,44,0,1,360,1,360,0,667,"GO:0016866","intramolecular transferase activity"
"259","Potra000683","Potra000683:8926",2,96114,96284,"Potra000683g36811.1",1,170,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Potra000683","Potra000683:8926",2,100204,103021,"Potra000683g05297.1",18,2817,0.195,"uncharacterized protein LOC105123259","Potri|017G099600.1",66.88,157,52,45,1,157,1,112,4e-63,193,"Artha|AT5G15802",40.91,154,91,55,1,154,1,99,3e-27,100,"NA ",""
"261","Potra000683","Potra000683:8926",2,60280,64658,"Potra000683g05292.1",14,4378,0.155,"Cytochrome P450 85A1","Potri|017G099000.1",91.3,494,43,35,1,494,6,464,0,920,"Artha|AT3G30180",64.24,495,177,36,1,494,6,465,0,667,"GO:0055114","oxidation-reduction process"
"262","Potra000683","Potra000683:8926",2,84524,94227,"Potra000683g05294.1",10,9703,0.165,"guanine(26)-N(2))","Potri|017G099200.1",97.77,583,13,0,1,583,1,583,0,1181,"Artha|AT3G02320",74.45,591,151,25,5,577,4,587,0,915,"GO:0003723","RNA binding"
"263","Potra000683","Potra000683:8926",2,98360,99548,"Potra000683g05296.1",12,1188,0.155,"Myb-related protein","Potri|004G115600.1",79.81,213,43,6,5,216,1,208,2e-109,317,"Artha|AT3G30210",55.29,208,93,16,15,214,28,227,2e-69,217,"NA ",""
"264","Potra000736","Potra000736:61726",2,17240,21625,"Potra000736g05796.1",3,4385,0.167,"Ferric reduction oxidase","Potri|017G142800.1",95.26,696,33,11,1,696,1,685,0,1370,"Artha|AT5G23980",62.23,699,264,12,5,696,6,699,0,901,"GO:0016491","oxidoreductase activity"
"265","Potra000736","Potra000736:61726",2,44121,46662,"Potra000736g05801.1",6,2541,0.231,"peroxidase 46-like","Potri|006G267400.1",97.41,347,9,0,1,347,3,349,0,690,"Artha|AT2G24800",66.67,324,108,2,24,346,7,329,1e-153,439,"GO:0055114","oxidation-reduction process"
"266","Potra000736","Potra000736:61726",2,22998,26463,"Potra000736g05797.1",6,3465,0.178,"Uncharacterized membrane protein YjcL","Potri|017G142900.1",97.09,413,12,0,1,413,33,445,0,795,"Artha|AT5G24000",64.79,426,150,15,1,413,20,443,0,516,"NA ",""
"267","Potra000736","Potra000736:61726",2,6274,9767,"Potra000736g05795.1",13,3493,0.198,"Ferric reduction oxidase","Potri|017G142700.1",95.75,706,30,5,1,701,1,706,0,1370,"Artha|AT1G01580",49.93,717,359,18,2,701,10,725,0,717,"GO:0016491","oxidoreductase activity"
"268","Potra000736","Potra000736:61726",2,5,8749,"Potra000736g05794.1",14,8744,0.215,"uncharacterized protein LOC105135265","Potri|017G142600.1",94.58,1126,61,5,1,1126,98,1218,0,2149,"Artha|AT5G52530",38.08,260,161,61,862,1100,603,822,8e-17,85.9,NA,NA
"269","Potra000736","Potra000736:61726",2,70194,73845,"Potra000736g05805.1",11,3651,0.195,"ADP-ribosylation factor","Potri|006G267800.1",98.9,182,2,0,1,182,1,182,3e-132,372,"Artha|AT2G24765",93.41,182,12,0,1,182,1,182,5e-127,358,"GO:0015031","protein transport"
"270","Potra000736","Potra000736:61726",2,48529,54780,"Potra000736g05802.1",14,6251,0.231,"Eukaryotic translation initiation factor 3 subunit B","Potri|006G267500.1",98.33,719,12,0,1,719,1,719,0,1463,"Artha|AT5G25780",76.59,709,166,2,5,712,3,710,0,1162,"GO:0005852","eukaryotic translation initiation factor 3 complex"
"271","Potra000736","Potra000736:61726",2,56814,63965,"Potra000736g05803.1",13,7151,0.11,"protein phosphatase 2C","Potri|006G267600.1",99.66,292,1,0,1,292,1,292,0,595,"Artha|AT4G31750",89.73,292,30,0,1,292,1,292,0,538,"GO:0003824","catalytic activity"
"272","Potra000736","Potra000736:61726",2,66317,69062,"Potra000736g05804.1",4,2745,0.186,"Zinc finger protein","Potri|006G267700.1",99.14,348,3,2,1,346,1,348,0,711,"Artha|AT5G24930",62.67,367,137,26,1,346,45,406,9e-134,391,"GO:0005515","protein binding"
"273","Potra000741","Potra000741:5138",2,9638,12502,"Potra000741g05846.1",7,2864,0.271,"uncharacterized protein LOC105111345","Potri|T125500.1",94.16,257,15,5,1,257,1,252,1e-174,486,"Artha|AT5G64160",50.77,260,128,36,1,257,1,227,2e-66,209,NA,NA
"274","Potra000741","Potra000741:5138",2,60354,64284,"Potra000741g05850.1",2,3930,0.086,"WRKY transcription factor","Potri|003G023300.1",96.88,642,20,0,1,642,1,642,0,1251,"Artha|AT5G64550",61.19,657,255,42,1,639,1,633,0,738,NA,NA
"275","Potra000741","Potra000741:5138",2,2306,8541,"Potra000741g05845.1",15,6235,0.196,"CD2 antigen cytoplasmic","Potri|003G023700.1",97.27,403,11,0,1,403,1,403,0,800,"Artha|AT5G09390",50.87,401,197,69,6,400,11,348,4e-101,308,NA,NA
"276","Potra000741","Potra000741:5138",2,17962,33881,"Potra000741g05847.1",3,15919,0.083,"reticulum-Golgi intermediate compartment","Potri|003G023500.1",97.67,386,9,0,1,386,1,386,0,781,"Artha|AT1G36050",72.51,382,105,0,1,382,1,382,0,605,"NA ",""
"281","Potra000758","Potra000758:107083",2,43250,60537,"Potra000758g35063.1",9,17287,0.11,"Isoleucine--tRNA ligase","Potri|010G014500.1",98.87,532,6,0,1,532,89,620,0,1102,"Artha|AT5G49030",80.3,533,105,2,1,533,272,802,0,871,"GO:0006418","tRNA aminoacylation for protein translation"
"282","Potra000758","Potra000758:107083",2,105603,110463,"Potra000758g05979.1",21,4860,0.141,"repeat-containing protein","Potri|010G014100.1",98.33,898,15,0,1,898,1,898,0,1846,"Artha|AT3G06920",76.11,858,205,0,41,898,14,871,0,1398,"NA ",""
"283","Potra000758","Potra000758:107083",2,17529,23573,"Potra000758g05972.1",15,6044,0.23,"E3 ubiquitin-protein ligase","Potri|010G014800.1",96.51,430,15,0,1,430,1,430,0,858,"Artha|AT3G06330",58.31,391,163,14,36,420,40,422,8e-144,421,"GO:0008270","zinc ion binding"
"284","Potra000758","Potra000758:107083",2,91949,93877,"Potra000758g05978.1",5,1928,0.132,"protein FAM179B-like","Potri|010G014200.1",87.31,323,41,39,1,323,1,284,0,555,"Artha|AT4G15830",50.59,338,167,57,1,323,1,296,3e-103,308,"NA ",""
"285","Potra000758","Potra000758:107083",2,110707,116925,"Potra000758g05980.1",1,6218,0.063,"like protein 3","Potri|010G014000.1",98.74,872,11,0,2,873,3,874,0,1799,"Artha|AT4G15840",63.45,851,311,58,26,873,41,836,0,1051,"GO:0005515","protein binding"
"286","Potra000758","Potra000758:107083",2,89299,92306,"Potra000758g05977.1",14,3007,0.198,"responsive family protein","Potri|008G222000.1",63.48,178,65,13,1,172,250,420,2e-56,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Potra000758","Potra000758:107083",2,72899,79772,"Potra000758g05976.1",7,6873,0.228,"Translocase of chloroplast","Potri|008G225000.1",80.1,1191,237,50,1,1188,1,1144,0,1769,"Artha|AT4G02510",59.44,853,346,43,367,1188,639,1479,0,992,"GO:0005525","GTP binding"
"288","Potra000758","Potra000758:107083",2,23637,31987,"Potra000758g05973.1",4,8350,0.243,"of DNA damage checkpoint protein 1","Potri|010G014700.1",96.75,1139,37,1,1,1138,1,1139,0,2271,"Artha|AT4G03130",49.81,267,134,7,845,1107,492,755,1e-67,243,"NA ",""
"297","Potra000805","Potra000805:50029",2,42589,47882,"Potra000805g06389.1",8,5293,0.289,"Beta-glucuronosyltransferase GlcAT14A","Potri|019G104600.1",98.11,53,1,0,72,124,221,273,2e-28,108,"Artha|AT4G03340",69.81,53,16,0,72,124,227,279,1e-19,84,NA,NA
"298","Potra000805","Potra000805:50029",2,22032,27019,"Potra000805g06388.1",6,4987,0.181,"Protein ULTRAPETALA 1","Potri|019G104500.1",100,235,0,0,1,235,1,235,2e-174,483,"Artha|AT4G28190",65.23,256,89,31,11,235,13,268,7e-122,351,"GO:0003677","DNA binding"
"299","Potra000805","Potra000805:50029",2,61310,64802,"Potra000805g06392.1",14,3492,0.185,"uncharacterized protein LOC103404743 isoform","Potri|019G104900.1",97.85,93,2,0,1,93,1,93,1e-62,191,"Artha|AT2G20820",45.9,61,33,0,6,66,2,62,1e-13,63.9,"NA ",""
"300","Potra000805","Potra000805:50029",2,48541,52100,"Potra000805g06390.1",26,3559,0.185,"formimidoyltransferase-cyclodeaminase-like","Potri|019G104700.1",97.47,316,8,0,1,316,1,316,0,634,"Artha|AT2G20830",48.82,297,152,5,17,313,139,430,5e-95,291,"GO:0005542","folic acid binding"
"301","Potra000805","Potra000805:50029",2,73693,78700,"Potra000805g06394.1",8,5007,0.194,"Protein TIC 20","Potri|019G108800.1",97.71,306,7,0,1,306,1,306,0,623,"Artha|AT4G03320",53.75,240,111,3,67,306,47,283,6e-94,283,"NA ",""
"302","Potra000805","Potra000805:50029",2,56318,61766,"Potra000805g06391.1",18,5448,0.158,"uncharacterized protein LOC105136298","Potri|019G109200.1",94.66,599,32,0,1,599,1,599,0,1086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",""
"303","Potra000805","Potra000805:50029",2,67990,72526,"Potra000805g06393.1",21,4536,0.114,"Probable galacturonosyltransferase 10","Potri|019G108900.1",99.44,534,3,0,1,534,1,534,0,1111,"Artha|AT2G20810",80.07,537,107,4,1,534,1,536,0,868,"GO:0016757","transferase activity, transferring glycosyl groups"
"304","Potra000912","Potra000912:34655",2,64531,69714,"Potra000912g07393.1",8,5183,0.267,"Purple acid phosphatase","Potri|012G097400.1",97.77,629,14,0,1,629,1,629,0,1295,"Artha|AT5G50400",76.18,592,141,2,38,629,22,611,0,965,"GO:0003993","acid phosphatase activity"
"305","Potra000912","Potra000912:34655",2,32113,38126,"Potra000912g07389.1",11,6013,0.221,"Uncharacterized protein isoform","Potri|015G095400.1",97.15,421,12,0,1,421,1,421,0,859,"Artha|AT4G24880",68.99,416,129,3,4,419,3,415,0,595,NA,NA
"306","Potra000912","Potra000912:34655",2,38860,47515,"Potra000912g07390.1",2,8655,0.214,"nuclear ribonucleoprotein 200 kDa helicase","Potri|015G095500.1",99.36,2184,14,0,1,2184,1,2184,0,4511,"Artha|AT1G20960",81.99,2177,392,12,1,2176,1,2166,0,3678,"GO:0003676","nucleic acid binding"
"307","Potra000912","Potra000912:34655",2,940,5189,"Potra000912g07384.1",7,4249,0.14,"related protein kinase regulatory subunit","Potri|015G094700.1",98.83,426,5,0,4,429,1,426,0,867,"Artha|AT3G48530",73.46,407,108,6,24,429,23,424,0,621,"NA ",""
"308","Potra000912","Potra000912:34655",2,54884,63152,"Potra000912g07392.1",10,8268,0.084,"nuclear ribonucleoprotein 200 kDa helicase","Potri|012G097300.1",97.3,2187,59,4,1,2184,1,2186,0,4411,"Artha|AT1G20960",78.84,2179,461,16,1,2176,1,2166,0,3516,"GO:0003676","nucleic acid binding"
"309","Potra000912","Potra000912:34655",2,20325,22133,"Potra000912g07386.1",13,1808,0.148,"P450 71D11 (Fragment)","Potri|015G094900.1",72.51,491,135,78,29,485,19,465,0,677,"Artha|AT3G26330",33.96,477,315,60,50,478,33,497,5e-81,263,"GO:0055114","oxidation-reduction process"
"310","Potra000912","Potra000912:34655",2,26337,29010,"Potra000912g07388.1",15,2673,0.163,"repeat-containing protein","Potri|015G095100.1",98.54,548,8,0,1,548,157,704,0,1132,"Artha|AT5G50390",66,553,188,5,1,548,149,701,0,780,"GO:0008270","zinc ion binding"
"311","Potra000912","Potra000912:34655",2,22663,25855,"Potra000912g07387.1",7,3192,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Potra000912","Potra000912:34655",2,51992,53829,"Potra000912g07391.1",4,1837,0.274,"COMM domain-containing protein 9","Potri|012G097200.1",97.47,198,5,0,1,198,1,198,6e-141,395,"Artha|AT2G27110",47.06,68,36,4,119,184,773,838,5e-09,55.1,"NA ",""
"313","Potra000912","Potra000912:34655",2,4190,8535,"Potra000912g07385.1",3,4345,0.216,"Exocyst complex component","Potri|015G094800.1",98.53,611,9,0,1,611,1,611,0,1220,"Artha|AT5G50380",62.9,628,233,45,23,614,24,642,0,761,"GO:0000145","exocyst"
"314","Potra000998","Potra000998:47729",2,50819,54283,"Potra000998g08309.1",13,3464,0.13,"Pectinesterase/pectinesterase inhibitor","Potri|005G061500.1",95.37,583,27,7,1,583,1,576,0,1149,"Artha|AT5G09760",68.63,510,160,7,78,583,45,551,0,709,"GO:0042545","cell wall modification"
"315","Potra000998","Potra000998:47729",2,12450,37475,"Potra000998g08306.1",8,25025,0.207,"Disease resistance protein","Potri|005G062000.1",87.73,2600,319,116,1529,4113,35,2533,0,4565,"Artha|AT4G27190",28.3,940,674,89,6,900,8,903,3e-69,256,"GO:0043531","ADP binding"
"316","Potra000998","Potra000998:47729",2,45735,50444,"Potra000998g08308.1",15,4709,0.183,"glucuronate:xylan alpha","Potri|005G061600.1",97.99,646,13,0,1,646,15,660,0,1320,"Artha|AT3G18660",69.13,635,196,24,29,646,27,654,0,888,"GO:0016757","transferase activity, transferring glycosyl groups"
"317","Potra001010","Potra001010:1764",2,42,3112,"Potra001010g08402.1",13,3070,0.228,"UPF0014 membrane protein","Potri|016G082100.1",96.77,279,9,0,1,279,1,279,0,542,"Artha|AT2G37330",82.13,263,47,0,17,279,11,273,2e-154,436,"NA ",""
"318","Potra001010","Potra001010:1764",2,5707,9486,"Potra001010g08404.1",22,3779,0.205,"uncharacterized protein LOC105142491 isoform","Potri|016G081900.1",96.07,229,9,0,1,229,1,229,2e-165,460,"Artha|AT3G53490",52.44,225,107,4,7,229,3,225,1e-74,229,"NA ",""
"319","Potra001010","Potra001010:1764",2,12061,15572,"Potra001010g08406.1",7,3511,0.125,"arginine-rich splicing factor","Potri|016G081700.1",99.31,290,2,0,1,290,1,290,0,564,"Artha|AT2G37340",55.52,308,137,41,1,287,1,288,3e-92,278,"GO:0003676","nucleic acid binding"
"320","Potra001010","Potra001010:1764",2,116421,121792,"Potra001010g08416.1",6,5371,0.151,"Protein WAVE-DAMPENED 2","Potri|006G200400.1",93.44,503,33,5,1,498,1,503,0,895,"Artha|AT2G35880",46.65,358,191,48,70,416,53,373,8e-65,219,"NA ",""
"321","Potra001010","Potra001010:1764",2,112709,115836,"Potra001010g08415.1",4,3127,0.179,"Fasciclin-like arabinogalactan protein","Potri|006G200300.1",98.5,466,7,0,1,466,1,466,0,945,"Artha|AT5G06390",76.23,467,111,10,1,466,1,458,0,666,"NA ",""
"322","Potra001010","Potra001010:1764",2,41052,48189,"Potra001010g08409.1",1,7137,0.104,"Phosphatidate phosphatase LPIN3","Potri|006G214800.1",97.67,901,21,0,1,901,1,901,0,1813,"Artha|AT3G09560",53.5,942,438,80,1,900,1,904,0,898,"NA ",""
"323","Potra001010","Potra001010:1764",2,11619,12352,"Potra001010g08405.1",6,733,0.117,"conserved unknown protein","Potri|016G081800.1",89.55,134,14,1,1,133,1,134,5e-81,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Potra001010","Potra001010:1764",2,1366,4138,"Potra001010g08403.1",18,2772,0.157,"Pathogenesis-related protein","Potri|016G082000.1",91.14,237,21,0,1,237,1,237,7e-157,442,"Artha|AT3G09590",43.79,169,95,7,9,176,24,186,1e-37,134,"NA ",""
"325","Potra001010","Potra001010:1764",2,118088,118852,"Potra001010g08417.1",6,764,0.151,"conserved unknown protein","Potri|006G200500.1",92.59,54,4,0,1,54,1,54,5e-31,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Potra001010","Potra001010:1764",2,57433,60922,"Potra001010g08411.1",7,3489,0.394,"Ankyrin repeat-containing protein","Potri|006G214600.1",96.28,538,20,0,1,538,1,538,0,1019,"Artha|AT1G07710",64.97,531,186,6,12,538,15,543,0,644,"GO:0005515","protein binding"
"327","Potra001010","Potra001010:1764",2,133401,137762,"Potra001010g08418.1",4,4361,0.134,"Calcium-dependent protein","Potri|006G200600.1",94.78,613,32,16,1,611,1,599,0,1192,"Artha|AT5G04870",66.83,624,207,37,3,605,2,609,0,835,"GO:0006468","protein phosphorylation"
"328","Potra001010","Potra001010:1764",2,69179,70098,"Potra001010g08412.1",25,919,0.186,"uncharacterized protein LOC105138207","Potri|006G200000.1",95.29,85,4,0,1,85,1,85,1e-54,168,"Artha|AT3G52360",57.5,80,34,1,7,86,5,83,3e-23,87.8,"NA ",""
"329","Potra001036","Potra001036:34780",2,29576,33681,"Potra001036g08737.1",1,4105,0.208,"ribosomal protein L11","Potri|007G058600.1",98.71,155,2,0,1,155,1,155,1e-112,320,"Artha|AT4G35490",82.47,154,27,1,2,155,3,155,2e-95,276,"GO:0003735","structural constituent of ribosome"
"330","Potra001036","Potra001036:34780",2,9096,14756,"Potra001036g08735.1",2,5660,0.156,"threonine-protein kinase","Potri|007G059000.1",96.43,869,31,0,1,869,18,886,0,1721,"Artha|AT2G17520",48.14,835,433,59,43,869,57,840,0,724,"GO:0005524","ATP binding"
"331","Potra001036","Potra001036:34780",2,31975,36218,"Potra001036g08738.1",9,4243,0.226,"1-deoxy-D-xylulose-5-phosphate synthase","Potri|007G058500.1",99.02,715,7,0,1,715,1,715,0,1461,"Artha|AT4G15560",74.19,647,167,0,65,711,70,716,0,1029,"GO:0016114","terpenoid biosynthetic process"
